epoch,lr,step,train/cls_loss,train/jepa_loss,train_loss
0,0.0003000000142492354,9,124.3591537475586,0.0,124.3591537475586
0,0.0003000000142492354,19,121.19781494140625,0.0,121.19781494140625
0,0.0003000000142492354,29,116.60391998291016,0.0,116.60391998291016
0,0.0003000000142492354,39,128.7519989013672,0.0,128.7519989013672
0,0.0003000000142492354,49,123.56103515625,0.0,123.56103515625
0,0.0003000000142492354,59,113.32699584960938,0.0,113.32699584960938
0,0.0003000000142492354,69,113.01707458496094,0.0,113.01707458496094
0,0.0003000000142492354,79,118.47341918945312,0.0,118.47341918945312
0,0.0003000000142492354,89,132.05288696289062,0.0,132.05288696289062
0,0.0003000000142492354,99,141.86978149414062,0.0,141.86978149414062
0,0.0003000000142492354,109,140.9913330078125,0.0,140.9913330078125
0,0.0003000000142492354,119,135.61203002929688,0.0,135.61203002929688
0,0.0003000000142492354,129,121.70659637451172,0.0,121.70659637451172
0,0.0003000000142492354,139,116.09780883789062,0.0,116.09780883789062
0,0.0003000000142492354,149,124.22882080078125,0.0,124.22882080078125
0,0.0003000000142492354,159,134.0919189453125,0.0,134.0919189453125
0,0.0003000000142492354,169,134.5037384033203,0.0,134.5037384033203
0,0.0003000000142492354,179,138.0533447265625,0.0,138.0533447265625
0,0.0003000000142492354,189,115.22516632080078,0.0,115.22516632080078
0,0.0003000000142492354,199,153.13328552246094,0.0,153.13328552246094
0,0.0003000000142492354,209,130.3753204345703,0.0,130.3753204345703
0,0.0003000000142492354,219,110.34065246582031,0.0,110.34065246582031
0,0.0003000000142492354,229,118.60227966308594,0.0,118.60227966308594
0,0.0003000000142492354,239,118.80841064453125,0.0,118.80841064453125
0,0.0003000000142492354,249,138.328125,0.0,138.328125
0,0.0003000000142492354,259,144.73101806640625,0.0,144.73101806640625
0,0.0003000000142492354,269,127.36739349365234,0.0,127.36739349365234
0,0.0003000000142492354,279,132.04058837890625,0.0,132.04058837890625
0,0.0003000000142492354,289,116.88961791992188,0.0,116.88961791992188
0,0.0003000000142492354,299,115.10816955566406,0.0,115.10816955566406
0,0.0003000000142492354,309,134.24819946289062,0.0,134.24819946289062
0,0.0003000000142492354,319,113.1762924194336,0.0,113.1762924194336
0,0.0003000000142492354,329,127.23990631103516,0.0,127.23990631103516
0,0.0003000000142492354,339,116.3260726928711,0.0,116.3260726928711
0,0.0003000000142492354,349,118.0063705444336,0.0,118.0063705444336
0,0.0003000000142492354,359,124.60784912109375,0.0,124.60784912109375
0,0.0003000000142492354,369,131.99020385742188,0.0,131.99020385742188
0,0.0003000000142492354,379,134.19329833984375,0.0,134.19329833984375
0,0.0003000000142492354,389,119.23062133789062,0.0,119.23062133789062
0,0.0003000000142492354,399,118.48005676269531,0.0,118.48005676269531
0,0.0003000000142492354,409,132.72439575195312,0.0,132.72439575195312
0,0.0003000000142492354,419,120.43041229248047,0.0,120.43041229248047
0,0.0003000000142492354,429,130.30218505859375,0.0,130.30218505859375
0,0.0003000000142492354,439,120.24681091308594,0.0,120.24681091308594
0,0.0003000000142492354,449,121.41443634033203,0.0,121.41443634033203
0,0.0003000000142492354,459,131.37799072265625,0.0,131.37799072265625
0,0.0003000000142492354,469,134.4175262451172,0.0,134.4175262451172
0,0.0003000000142492354,479,125.56446838378906,0.0,125.56446838378906
0,0.0003000000142492354,489,112.9808120727539,0.0,112.9808120727539
0,0.0003000000142492354,499,117.9542007446289,0.0,117.9542007446289
0,0.0003000000142492354,509,115.83430480957031,0.0,115.83430480957031
0,0.0003000000142492354,519,113.91107940673828,0.0,113.91107940673828
0,0.0003000000142492354,529,121.99935913085938,0.0,121.99935913085938
0,0.0003000000142492354,539,119.85625457763672,0.0,119.85625457763672
0,0.0003000000142492354,549,116.43827056884766,0.0,116.43827056884766
0,0.0003000000142492354,559,106.51893615722656,0.0,106.51893615722656
0,0.0003000000142492354,569,139.39231872558594,0.0,139.39231872558594
0,0.0003000000142492354,579,142.181396484375,0.0,142.181396484375
0,0.0003000000142492354,589,139.9334716796875,0.0,139.9334716796875
0,0.0003000000142492354,599,122.97632598876953,0.0,122.97632598876953
0,0.0003000000142492354,609,116.36263275146484,0.0,116.36263275146484
0,0.0003000000142492354,619,143.98907470703125,0.0,143.98907470703125
0,0.0003000000142492354,629,127.36717987060547,0.0,127.36717987060547
0,0.0003000000142492354,639,113.63699340820312,0.0,113.63699340820312
0,0.0003000000142492354,649,121.81668090820312,0.0,121.81668090820312
0,0.0003000000142492354,659,114.77494812011719,0.0,114.77494812011719
0,0.0003000000142492354,669,105.14984893798828,0.0,105.14984893798828
0,0.0003000000142492354,679,106.66755676269531,0.0,106.66755676269531
0,0.0003000000142492354,689,115.82136535644531,0.0,115.82136535644531
0,0.0003000000142492354,699,126.33116912841797,0.0,126.33116912841797
0,0.0003000000142492354,709,123.3525161743164,0.0,123.3525161743164
0,0.0003000000142492354,719,115.37384033203125,0.0,115.37384033203125
0,0.0003000000142492354,729,127.76237487792969,0.0,127.76237487792969
0,0.0003000000142492354,739,110.23384857177734,0.0,110.23384857177734
0,0.0003000000142492354,749,117.10674285888672,0.0,117.10674285888672
0,0.0003000000142492354,759,107.9218978881836,0.0,107.9218978881836
0,0.0003000000142492354,769,121.26314544677734,0.0,121.26314544677734
0,0.0003000000142492354,779,111.370849609375,0.0,111.370849609375
0,0.0003000000142492354,789,122.62342071533203,0.0,122.62342071533203
0,0.0003000000142492354,799,141.26849365234375,0.0,141.26849365234375
0,0.0003000000142492354,809,110.93413543701172,0.0,110.93413543701172
0,0.0003000000142492354,819,120.97003173828125,0.0,120.97003173828125
0,0.0003000000142492354,829,107.36956787109375,0.0,107.36956787109375
